Stage1.Measurement12.DV_ErrorRate,Stage1.Output.Measurement12.U.Actual,Machine1.RawMaterial.Property1,Machine1.RawMaterial.Property2,Machine1.RawMaterial.Property3,Machine1.RawMaterial.Property4,Machine1.Zone1Temperature.C.Actual,Machine1.Zone2Temperature.C.Actual,Machine1.MotorRPM.C.Actual,Machine1.ExitZoneTemperature.C.Actual,Machine2.RawMaterial.Property1,Machine2.RawMaterial.Property2,Machine2.RawMaterial.Property3,Machine2.RawMaterial.Property4,Machine2.Zone1Temperature.C.Actual,Machine2.Zone2Temperature.C.Actual,Machine2.MotorRPM.C.Actual,Machine2.ExitZoneTemperature.C.Actual,Machine3.RawMaterial.Property1,Machine3.RawMaterial.Property2,Machine3.RawMaterial.Property3,Machine3.RawMaterial.Property4,Machine3.Zone1Temperature.C.Actual,Machine3.Zone2Temperature.C.Actual,Machine3.MotorRPM.C.Actual,Machine3.ExitZoneTemperature.C.Actual,FirstStage.CombinerOperation.Temperature3.C.Actual
0.253,1.5093640992999937,12.9,215,980.53,251,72.0,71.50063697,11.39093979,75.09989071,12.85,241,556.7,256,68.97086541,69.07068518,13.90839794,60.09692435,8.83,221,433.18,205,78.0,78.00371264,13.18217628,65.0,80.0
0.253,1.5093640992999937,12.9,215,980.53,251,72.0,71.5,11.37,75.1,12.85,241,556.7,256,68.98,69.06,13.93,60.1,8.83,221,433.18,205,78.0,78.0,13.17,65.0,80.0
0.251,1.5130307659666604,12.9,215,980.53,251,72.0,71.5,11.37,75.1,12.85,241,556.7,256,69.0,69.07,13.93,60.1,8.83,221,433.18,205,78.0,78.0,13.11,65.0,80.0
0.251,1.5126974326333271,12.9,215,980.53,251,72.0,71.5,11.44,75.1,12.85,241,556.7,256,69.02,69.09,13.91,60.1,8.83,221,433.18,205,78.0,78.1,13.17,65.0,80.0
0.252,1.5110307659666604,12.9,215,980.53,251,72.0,71.5,11.41,75.1,12.85,241,556.7,256,68.99,69.1,13.87,60.0,8.83,221,433.18,205,78.0,78.1,13.17,65.0,80.0
0.251,1.5120307659666605,12.9,215,980.53,251,72.0,71.5,11.5,75.1,12.85,241,556.7,256,69.01,69.09,13.87,60.0,8.83,221,433.18,205,78.0,78.1,13.15,65.0,80.0
0.251,1.5130307659666606,12.9,215,980.53,251,72.0,71.5,11.5,75.1,12.85,241,556.7,256,69.0,69.09,13.86,60.0,8.83,221,433.18,205,78.0,78.1,13.24,65.0,80.0
0.251,1.5120307659666605,12.9,215,980.53,251,72.0,71.5,11.5,75.1,12.85,241,556.7,256,68.99,69.08,13.94,60.0,8.83,221,433.18,205,78.0,78.1,13.2,65.0,80.0
0.254,1.5076974326333272,12.9,215,980.53,251,72.0,71.5,11.53,75.1,12.85,241,556.7,256,68.98,69.06,13.92,60.0,8.83,221,433.18,205,78.0,78.1,13.14,65.0,80.0
0.254,1.5076974326333272,12.9,215,980.53,251,72.0,71.5,11.5,75.1,12.85,241,556.7,256,68.99,69.06,13.86,60.0,8.83,221,433.18,205,78.0,78.1,13.17,65.0,80.0
0.254,1.507364099299994,12.9,215,980.53,251,72.0,71.6,11.5,75.1,12.85,241,556.7,256,68.99,69.06,13.89,60.0,8.83,221,433.18,205,78.0,78.1,13.24,65.0,80.0
0.254,1.5070307659666606,12.9,215,980.53,251,72.0,71.6,11.44,75.1,12.85,241,556.7,256,69.01,69.08,13.9,60.0,8.83,221,433.18,205,78.0,78.1,13.23,65.0,80.0
0.253,1.5090307659666606,12.9,215,980.53,251,72.0,71.6,11.53,75.1,12.85,241,556.7,256,69.01,69.09,13.91,60.0,8.83,221,433.18,205,78.0,78.2,13.28,65.0,80.0
0.252,1.5110307659666609,12.9,215,980.53,251,72.0,71.6,11.5,75.1,12.85,241,556.7,256,69.03,69.1,13.91,59.9,8.83,221,433.18,205,78.0,78.2,13.29,65.0,80.0
0.251,1.5120307659666608,12.9,215,980.53,251,72.0,71.6,11.47,75.1,12.85,241,556.7,256,68.98,69.07,13.92,59.9,8.83,221,433.18,205,78.0,78.2,13.22,65.0,80.0
0.25,1.5150307659666606,12.9,215,980.53,251,72.0,71.6,11.53,75.1,12.85,241,556.7,256,69.0,69.1,13.94,59.9,8.83,221,433.18,205,78.0,78.2,13.17,65.0,80.0
0.25,1.5150307659666606,12.9,215,980.53,251,72.0,71.6,11.5,75.1,12.85,241,556.7,256,68.99,69.06,13.89,59.9,8.83,221,433.18,205,78.0,78.2,13.16,65.0,80.0
0.251,1.5133640992999942,12.9,215,980.53,251,72.0,71.7,11.47,75.1,12.85,241,556.7,256,68.99,69.09,13.92,59.9,8.83,221,433.18,205,78.0,78.2,13.21,65.0,80.0
0.252,1.5103640992999943,12.9,215,980.53,251,72.0,71.7,11.5,75.1,12.85,241,556.7,256,68.98,69.09,13.9,59.9,8.83,221,433.18,205,78.0,78.1,13.14,65.0,80.0
0.254,1.5070307659666609,12.9,215,980.53,251,72.0,71.7,11.53,75.1,12.85,241,556.7,256,69.0,69.1,13.92,59.9,8.83,221,433.18,205,78.0,78.1,13.21,65.0,80.0
0.256,1.5036974326333274,12.9,215,980.53,251,72.0,71.7,11.53,75.1,12.85,241,556.7,256,68.97,69.08,13.94,59.9,8.83,221,433.18,205,78.0,78.1,13.24,65.0,80.0
0.256,1.5033640992999941,12.9,215,980.53,251,72.0,71.7,11.47,75.1,12.85,241,556.7,256,69.01,69.09,13.84,60.0,8.83,221,433.18,205,78.0,78.1,13.2,65.0,80.0
0.256,1.5030307659666609,12.9,215,980.53,251,72.0,71.7,11.5,75.1,12.85,241,556.7,256,69.01,69.09,13.89,60.0,8.83,221,433.18,205,78.0,78.1,13.18,65.0,80.0
0.255,1.504030765966661,12.9,215,980.53,251,72.0,71.8,11.5,75.1,12.85,241,556.7,256,69.01,69.09,13.94,60.0,8.83,221,433.18,205,78.0,78.1,13.11,65.0,80.0
0.255,1.505030765966661,12.9,215,980.53,251,72.0,71.8,11.47,75.1,12.85,241,556.7,256,68.98,69.09,13.9,60.0,8.83,221,433.18,205,78.0,78.0,13.14,65.0,80.0
0.255,1.5056974326333274,12.9,215,980.53,251,72.0,71.8,11.5,75.1,12.85,241,556.7,256,69.02,69.09,13.93,60.0,8.83,221,433.18,205,78.0,78.0,13.04,65.0,80.0
0.255,1.5043640992999943,12.9,215,980.53,251,72.0,71.8,11.5,75.1,12.85,241,556.7,256,69.0,69.08,13.93,60.0,8.83,221,433.18,205,78.0,78.0,13.1,65.0,80.0
0.255,1.5046974326333276,12.9,215,980.53,251,72.0,71.8,11.47,75.1,12.85,241,556.7,256,68.99,69.1,13.91,60.0,8.83,221,433.18,205,78.0,78.0,13.02,65.0,80.0
0.255,1.5050307659666609,12.9,215,980.53,251,72.0,71.8,11.5,75.1,12.85,241,556.7,256,69.01,69.09,13.86,60.0,8.83,221,433.18,205,78.0,78.0,13.02,65.0,80.0
0.253,1.5093640992999942,12.9,215,980.53,251,72.0,71.9,11.53,75.1,12.85,241,556.7,256,68.98,69.09,13.91,60.0,8.83,221,433.18,205,78.0,77.9,13.03,65.0,80.0
0.25,1.5149999999999941,12.9,215,980.53,251,72.0,71.9,11.5,75.1,12.85,241,556.7,256,69.01,69.08,13.89,60.0,8.83,221,433.18,205,78.0,77.9,12.95,65.0,80.0
0.248,1.5186666666666608,12.9,215,980.53,251,72.0,71.9,11.47,75.1,12.85,241,556.7,256,68.97,69.09,13.87,60.1,8.83,221,433.18,205,78.0,77.9,13.07,65.0,80.0
0.248,1.5186666666666608,12.9,215,980.53,251,72.0,71.9,11.53,75.1,12.85,241,556.7,256,69.0,69.09,13.95,60.1,8.83,221,433.18,205,78.0,77.9,13.09,65.0,80.0
0.249,1.5173333333333274,12.9,215,980.53,251,72.0,71.9,11.5,75.1,12.85,241,556.7,256,69.01,69.07,13.9,60.0,8.83,221,433.18,205,78.0,77.9,13.0,65.0,80.0
0.25,1.5159999999999942,12.9,215,980.53,251,72.0,72.0,11.5,75.1,12.85,241,556.7,256,68.98,69.07,13.92,60.0,8.83,221,433.18,205,78.0,77.9,13.02,65.0,80.0
0.25,1.5146666666666608,12.9,215,980.53,251,72.0,72.0,11.53,75.1,12.85,241,556.7,256,68.97,69.06,13.85,60.0,8.83,221,433.18,205,78.0,77.9,13.04,65.0,80.0
0.25,1.5153333333333276,12.9,215,980.53,251,72.0,72.0,11.5,75.1,12.85,241,556.7,256,69.0,69.09,13.89,60.0,8.83,221,433.18,205,78.0,77.9,13.11,65.0,80.0
0.249,1.5179999999999945,12.9,215,980.53,251,72.0,72.0,11.47,75.1,12.85,241,556.7,256,69.0,69.06,13.85,60.0,8.83,221,433.18,205,78.0,77.9,13.04,65.0,80.0
0.247,1.5203333333333278,12.9,215,980.53,251,72.0,72.0,11.5,75.1,12.85,241,556.7,256,69.0,69.08,13.86,60.0,8.83,221,433.18,205,78.0,77.9,13.03,65.0,80.0
0.248,1.5183333333333278,12.9,215,980.53,251,72.0,72.0,11.5,75.0,12.85,241,556.7,256,69.01,69.09,13.92,60.0,8.83,221,433.18,205,78.0,77.9,13.1,65.0,80.0
0.248,1.5183333333333278,12.9,215,980.53,251,72.0,72.1,11.47,75.0,12.85,241,556.7,256,69.0,69.08,13.94,60.0,8.83,221,433.18,205,78.0,77.9,13.07,65.0,80.0
0.248,1.5183333333333278,12.9,215,980.53,251,72.0,72.1,11.53,75.0,12.85,241,556.7,256,68.98,69.06,13.93,60.0,8.83,221,433.18,205,78.0,77.9,13.08,65.0,80.0
0.248,1.5183333333333278,12.9,215,980.53,251,72.0,72.1,11.47,75.0,12.85,241,556.7,256,69.0,69.09,13.87,60.0,8.83,221,433.18,205,78.0,77.9,13.13,65.0,80.0
0.25,1.5153333333333276,12.9,215,980.53,251,72.0,72.1,11.5,75.0,12.85,241,556.7,256,68.97,69.06,13.86,60.0,8.83,221,433.18,205,78.0,77.9,13.02,65.0,80.0
0.251,1.5133333333333276,12.9,215,980.53,251,72.0,72.1,11.47,75.0,12.85,241,556.7,256,69.0,69.07,13.89,60.0,8.83,221,433.18,205,78.0,77.9,13.17,65.0,80.0
0.251,1.5123333333333275,12.9,215,980.53,251,72.0,72.2,11.5,75.0,12.85,241,556.7,256,68.99,69.09,13.94,60.0,8.83,221,433.18,205,78.0,77.9,13.18,65.0,80.0
0.25,1.5143333333333273,12.9,215,980.53,251,72.0,72.2,11.53,75.0,12.85,241,556.7,256,68.97,69.09,13.89,60.0,8.83,221,433.18,205,78.0,77.9,13.25,65.0,80.0
0.249,1.5173333333333272,12.9,215,980.53,251,72.0,72.2,11.47,75.0,12.85,241,556.7,256,69.01,69.1,13.9,60.0,8.83,221,433.18,205,78.0,77.9,13.24,65.0,80.0
0.247,1.520333333333327,12.9,215,980.53,251,72.0,72.2,11.47,75.0,12.85,241,556.7,256,68.99,69.08,13.93,60.0,8.83,221,433.18,205,78.0,77.9,13.18,65.0,80.0
0.246,1.5236666666666605,12.9,215,980.53,251,72.0,72.2,11.53,75.0,12.85,241,556.7,256,69.01,69.08,13.94,60.0,8.83,221,433.18,205,78.0,78.0,13.19,65.0,80.0
0.244,1.5266666666666606,12.9,215,980.53,251,72.0,72.2,11.53,75.0,12.85,241,556.7,256,69.01,69.08,13.89,60.0,8.83,221,433.18,205,78.0,78.0,13.22,65.0,80.0
0.244,1.5276666666666607,12.9,215,980.53,251,72.0,72.3,11.62,75.0,12.85,241,556.7,256,69.0,69.09,13.91,60.0,8.83,221,433.18,205,78.0,78.0,13.21,65.0,80.0
0.243,1.5296666666666607,12.9,215,980.53,251,72.0,72.3,11.59,75.0,12.85,241,556.7,256,69.01,69.09,13.93,60.0,8.83,221,433.18,205,78.0,78.0,13.24,65.0,80.0
0.243,1.5289999999999941,12.9,215,980.53,251,72.0,72.3,11.59,75.0,12.85,241,556.7,256,68.97,69.04,13.86,60.0,8.83,221,433.18,205,78.0,78.0,13.18,65.0,80.0
0.244,1.5266666666666608,12.9,215,980.53,251,72.0,72.3,11.62,75.0,12.85,241,556.7,256,69.01,69.06,13.9,59.9,8.83,221,433.18,205,78.0,78.0,13.22,65.0,80.0
0.245,1.5243333333333275,12.9,215,980.53,251,72.0,72.3,11.59,75.0,12.85,241,556.7,256,68.98,69.08,13.94,60.0,8.83,221,433.18,205,78.0,78.0,13.1,65.0,80.0
0.245,1.5246666666666608,12.9,215,980.53,251,72.0,72.3,11.62,75.0,12.85,241,556.7,256,68.99,69.1,13.92,60.0,8.83,221,433.18,205,78.0,78.0,13.09,65.0,80.0
0.245,1.5253333333333277,12.9,215,980.53,251,72.0,72.4,11.59,75.0,12.85,241,556.7,256,68.99,69.03,13.92,60.0,8.83,221,433.18,205,78.0,78.0,13.2,65.0,80.0
0.245,1.5259999999999942,12.9,215,980.53,251,72.0,72.4,11.59,75.0,12.85,241,556.7,256,68.99,69.08,13.86,60.0,8.83,221,433.18,205,78.0,78.0,13.17,65.0,80.0
0.246,1.5239999999999942,12.9,215,980.53,251,72.0,72.4,11.62,75.0,12.85,241,556.7,256,68.99,69.08,13.91,60.0,8.83,221,433.18,205,78.0,78.1,12.92,65.0,80.0
0.247,1.5219999999999942,12.9,215,980.53,251,72.0,72.4,11.59,75.0,12.85,241,556.7,256,69.0,69.09,13.93,60.0,8.83,221,433.18,205,78.0,78.1,13.14,65.0,80.0
0.248,1.5186666666666608,12.9,215,980.53,251,72.0,72.4,11.62,75.0,12.85,241,556.7,256,69.01,69.09,13.87,60.0,8.83,221,433.18,205,78.0,78.1,13.06,65.0,80.0
0.25,1.5153333333333274,12.9,215,980.53,251,72.0,72.4,11.59,75.0,12.85,241,556.7,256,69.01,69.11,13.89,60.0,8.83,221,433.18,205,78.0,78.1,13.11,65.0,80.0
0.251,1.5133333333333274,12.9,215,980.53,251,72.0,72.4,11.62,75.0,12.85,241,556.7,256,69.02,69.09,13.86,60.0,8.83,221,433.18,205,78.0,78.1,13.17,65.0,80.0
0.25,1.5153333333333274,12.9,215,980.53,251,72.0,72.5,11.62,74.9,12.85,241,556.7,256,69.01,69.1,13.86,60.0,8.83,221,433.18,205,78.0,78.1,13.01,65.0,80.0
0.249,1.5173333333333274,12.9,215,980.53,251,72.0,72.5,11.65,74.9,12.85,241,556.7,256,68.99,69.08,13.89,60.0,8.83,221,433.18,205,78.0,78.1,13.13,65.0,80.0
0.249,1.5176666666666607,12.9,215,980.53,251,72.0,72.5,11.62,74.9,12.85,241,556.7,256,69.0,69.09,13.93,60.0,8.83,221,433.18,205,78.0,78.1,13.11,65.0,80.0
0.249,1.517999999999994,12.9,215,980.53,251,72.0,72.5,11.59,75.0,12.85,241,556.7,256,68.98,69.07,13.85,60.0,8.83,221,433.18,205,78.0,78.1,13.16,65.0,80.0
0.248,1.519999999999994,12.9,215,980.53,251,72.0,72.5,11.56,74.9,12.85,241,556.7,256,68.99,69.09,13.89,60.0,8.83,221,433.18,205,78.0,78.1,13.24,65.0,80.0
0.247,1.5219999999999942,12.9,215,980.53,251,72.0,72.5,11.62,74.9,12.85,241,556.7,256,68.97,69.07,13.91,60.0,8.83,221,433.18,205,78.0,78.2,13.32,65.0,80.0
0.247,1.5219999999999942,12.9,215,980.53,251,72.0,72.5,11.62,74.9,12.85,241,556.7,256,68.98,69.1,13.91,60.0,8.83,221,433.18,205,78.0,78.2,13.25,65.0,80.0
0.249,1.5176666666666607,12.9,215,980.53,251,72.0,72.5,11.59,74.9,12.85,241,556.7,256,69.0,69.07,13.91,60.0,8.83,221,433.18,205,78.0,78.2,13.18,65.0,80.0
0.251,1.5133333333333274,12.9,215,980.53,251,72.0,72.5,11.59,74.9,12.85,241,556.7,256,68.97,69.07,13.85,60.0,8.83,221,433.18,205,78.0,78.2,13.24,65.0,80.0
0.249,1.5173333333333274,12.9,215,980.53,251,72.0,72.5,11.59,74.9,12.85,241,556.7,256,68.99,69.09,13.92,60.0,8.83,221,433.18,205,78.0,78.2,13.19,65.0,80.0
0.247,1.5213333333333277,12.9,215,980.53,251,72.0,72.5,11.59,74.9,12.85,241,556.7,256,68.99,69.04,13.92,60.0,8.83,221,433.18,205,78.0,78.2,13.21,65.0,80.0
0.248,1.5196666666666612,12.9,215,980.53,251,72.0,72.6,11.62,74.9,12.85,241,556.7,256,69.0,69.0,13.87,60.0,8.83,221,433.18,205,78.0,78.2,13.2,65.0,80.0
0.249,1.5179999999999945,12.9,215,980.53,251,72.0,72.6,11.62,74.9,12.85,241,556.7,256,68.97,69.08,13.89,60.0,8.83,221,433.18,205,78.0,78.2,13.24,65.0,80.0
0.249,1.5176666666666612,12.9,215,980.53,251,72.0,72.6,11.59,75.0,12.85,241,556.7,256,68.99,69.08,13.91,60.0,8.83,221,433.18,205,78.0,78.2,13.2,65.0,80.0
0.25,1.5153333333333279,12.9,215,980.53,251,72.0,72.6,11.56,75.0,12.85,241,556.7,256,69.01,69.06,13.93,60.0,8.83,221,433.18,205,78.0,78.1,13.09,65.0,80.0
0.251,1.5129999999999946,12.9,215,980.53,251,72.0,72.6,11.62,75.0,12.85,241,556.7,256,68.97,69.07,13.93,60.0,8.83,221,433.18,205,78.0,78.1,13.2,65.0,80.0
0.25,1.514333333333328,12.9,215,980.53,251,72.0,72.6,11.59,75.0,12.85,241,556.7,256,69.01,69.11,13.87,60.0,8.83,221,433.18,205,78.0,78.1,13.24,65.0,80.0
0.25,1.5156666666666612,12.9,215,980.53,251,72.0,72.6,11.56,75.0,12.85,241,556.7,256,69.01,69.1,13.84,60.0,8.83,221,433.18,205,78.0,78.1,13.17,65.0,80.0
0.251,1.5136666666666612,12.9,215,980.53,251,72.0,72.6,11.62,75.0,12.85,241,556.7,256,69.01,69.09,13.89,60.0,8.83,221,433.18,205,78.0,78.1,13.13,65.0,80.0
0.252,1.511666666666661,12.9,215,980.53,251,72.0,72.6,11.56,75.0,12.85,241,556.7,256,69.0,69.09,13.91,60.0,8.83,221,433.18,205,78.0,78.0,13.26,65.0,80.0
0.251,1.5133333333333279,12.9,215,980.53,251,72.0,72.6,11.62,75.0,12.85,241,556.7,256,68.98,69.06,13.92,59.9,8.83,221,433.18,205,78.0,78.0,13.09,65.0,80.0
0.25,1.5149999999999946,12.9,215,980.53,251,72.0,72.6,11.59,75.0,12.85,241,556.7,256,68.99,69.03,13.9,60.0,8.83,221,433.18,205,78.0,78.0,13.09,65.0,80.0
0.25,1.514333333333328,12.9,215,980.53,251,72.0,72.6,11.56,75.0,12.85,241,556.7,256,69.01,69.08,13.92,60.0,8.83,221,433.18,205,78.0,78.0,13.15,65.0,80.0
0.251,1.5136666666666612,12.9,215,980.53,251,72.0,72.6,11.62,75.0,12.85,241,556.7,256,68.98,69.09,13.92,60.0,8.83,221,433.18,205,78.0,78.0,13.1,65.0,80.0
0.251,1.512666666666661,12.9,215,980.53,251,72.0,72.6,11.56,75.0,12.85,241,556.7,256,69.01,69.09,13.9,60.0,8.83,221,433.18,205,78.0,77.9,13.08,65.0,80.0
0.251,1.512666666666661,12.9,215,980.53,251,72.0,72.6,11.62,75.0,12.85,241,556.7,256,68.96,69.07,13.85,60.0,8.83,221,433.18,205,78.0,77.9,13.16,65.0,80.0
0.251,1.5119999999999942,12.9,215,980.53,251,72.0,72.5,11.62,75.0,12.85,241,556.7,256,68.98,69.07,13.86,60.0,8.83,221,433.18,205,78.0,77.9,13.25,65.0,80.0
0.251,1.5133333333333276,12.9,215,980.53,251,72.0,72.5,11.59,75.0,12.85,241,556.7,256,68.98,69.07,13.91,60.0,8.83,221,433.18,205,78.0,77.9,13.22,65.0,80.0
0.249,1.5163333333333278,12.9,215,980.53,251,72.0,72.5,11.62,75.0,12.85,241,556.7,256,69.0,69.1,13.93,60.0,8.83,221,433.18,205,78.0,77.9,13.24,65.0,80.0
0.248,1.5193333333333279,12.9,215,980.53,251,72.0,72.5,11.56,75.0,12.85,241,556.7,256,68.97,69.06,13.9,60.0,8.83,221,433.18,205,78.0,77.9,13.3,65.0,80.0
0.249,1.517666666666661,12.9,215,980.53,251,72.0,72.5,11.59,75.0,12.85,241,556.7,256,68.98,69.07,13.86,60.0,8.83,221,433.18,205,78.0,77.9,13.17,65.0,80.0
0.25,1.5159999999999942,12.9,215,980.53,251,72.0,72.5,11.62,75.0,12.85,241,556.7,256,68.99,69.09,13.86,60.0,8.83,221,433.18,205,78.0,77.9,13.2,65.0,80.0
0.249,1.5173333333333274,12.9,215,980.53,251,72.0,72.5,11.71,75.0,12.85,241,556.7,256,68.98,69.08,13.92,60.0,8.83,221,433.18,205,78.0,77.9,13.21,65.0,80.0
0.248,1.5186666666666608,12.9,215,980.53,251,72.0,72.5,11.71,75.0,12.85,241,556.7,256,69.01,69.09,13.86,60.0,8.83,221,433.18,205,78.0,77.9,13.22,65.0,80.0
0.248,1.5186666666666608,12.9,215,980.53,251,72.0,72.5,11.65,75.0,12.85,241,556.7,256,68.99,69.09,13.85,60.0,8.83,221,433.18,205,78.0,77.9,13.11,65.0,80.0
0.248,1.5189999999999941,12.9,215,980.53,251,72.0,72.5,11.71,75.0,12.85,241,556.7,256,68.98,69.09,13.89,60.0,8.83,221,433.18,205,78.0,77.9,13.12,65.0,80.0
0.248,1.5193333333333274,12.9,215,980.53,251,72.0,72.5,11.74,75.0,12.85,241,556.7,256,69.0,69.09,13.92,60.0,8.83,221,433.18,205,78.0,77.9,13.15,65.0,80.0
0.246,1.523999999999994,12.9,215,980.53,251,72.0,72.4,11.71,75.0,12.85,241,556.7,256,68.99,69.08,13.9,60.0,8.83,221,433.18,205,78.0,77.9,13.23,65.0,80.0
0.245,1.5246666666666608,12.9,215,980.53,251,72.0,72.4,11.68,75.0,12.85,241,556.7,256,68.98,69.06,13.9,60.0,8.83,221,433.18,205,78.0,77.9,13.25,65.0,80.0
0.248,1.519999999999994,12.9,215,980.53,251,72.0,72.4,11.68,75.0,12.85,241,556.7,256,68.99,69.08,13.87,60.0,8.83,221,433.18,205,78.0,77.9,13.17,65.0,80.0
0.248,1.5193333333333274,12.9,215,980.53,251,72.0,72.4,11.68,75.0,12.85,241,556.7,256,68.98,69.09,13.89,60.0,8.83,221,433.18,205,78.0,77.9,13.18,65.0,80.0
0.246,1.5233333333333272,12.9,215,980.53,251,72.0,72.4,11.71,75.0,12.85,241,556.7,256,69.01,69.08,13.92,60.0,8.83,221,433.18,205,78.0,77.9,13.23,65.0,80.0
0.243,1.5286666666666604,12.9,215,980.53,251,72.0,72.4,11.68,75.0,12.85,241,556.7,256,68.98,69.09,13.92,60.0,8.83,221,433.18,205,78.0,77.9,13.18,65.0,80.0
0.242,1.5316666666666603,12.9,215,980.53,251,72.0,72.4,11.71,75.0,12.85,241,556.7,256,68.99,69.08,13.87,60.0,8.83,221,433.18,205,78.0,77.9,13.12,65.0,80.0
0.24,1.5356666666666605,12.9,215,980.53,251,72.0,72.3,11.68,75.0,12.85,241,556.7,256,68.99,69.06,13.89,60.0,8.83,221,433.18,205,78.0,77.9,13.11,65.0,80.0
0.238,1.5396666666666607,12.9,215,980.53,251,72.0,72.3,11.68,75.0,12.85,241,556.7,256,68.99,69.1,13.87,60.0,8.83,221,433.18,205,78.0,77.9,13.08,65.0,80.0
0.237,1.5403333333333273,12.9,215,980.53,251,72.0,72.3,11.71,75.0,12.85,241,556.7,256,69.01,69.09,13.92,60.0,8.83,221,433.18,205,78.0,78.0,13.09,65.0,80.0
0.238,1.5399999999999943,12.9,215,980.53,251,72.0,72.3,11.71,75.0,12.85,241,556.7,256,69.01,69.08,13.87,60.0,8.83,221,433.18,205,78.0,78.0,13.12,65.0,80.0
0.237,1.5419999999999943,12.9,215,980.53,251,72.0,72.3,11.71,75.0,12.85,241,556.7,256,68.97,69.06,13.91,60.0,8.83,221,433.18,205,78.0,78.0,13.23,65.0,80.0
0.235,1.5443333333333276,12.9,215,980.53,251,72.0,72.3,11.68,75.0,12.85,241,556.7,256,69.01,68.99,13.91,60.0,8.83,221,433.18,205,78.0,78.0,13.06,65.0,80.0
0.235,1.5446666666666609,12.9,215,980.53,251,72.0,72.2,11.68,75.1,12.85,241,556.7,256,69.0,69.09,13.86,60.0,8.83,221,433.18,205,78.0,78.0,13.23,65.0,80.0
0.234,1.5466666666666606,12.9,215,980.53,251,72.0,72.2,11.71,75.1,12.85,241,556.7,256,68.99,69.08,13.9,60.0,8.83,221,433.18,205,78.0,78.0,13.14,65.0,80.0
0.233,1.5503333333333273,12.9,215,980.53,251,72.0,72.2,11.71,75.1,12.85,241,556.7,256,68.97,69.09,13.91,60.0,8.83,221,433.18,205,78.0,78.0,13.18,65.0,80.0
0.233,1.5496666666666608,12.9,215,980.53,251,72.0,72.2,11.68,75.1,12.85,241,556.7,256,69.01,69.1,13.95,60.0,8.83,221,433.18,205,78.0,78.0,13.14,65.0,80.0
0.233,1.5493333333333275,12.9,215,980.53,251,72.0,72.2,11.68,75.1,12.85,241,556.7,256,68.98,69.07,13.95,60.0,8.83,221,433.18,205,78.0,78.0,13.18,65.0,80.0
0.232,1.551999999999994,12.9,215,980.53,251,72.0,72.1,11.68,75.1,12.85,241,556.7,256,68.99,69.05,13.91,60.0,8.83,221,433.18,205,78.0,78.0,13.27,65.0,80.0
0.23,1.5553333333333275,12.9,215,980.53,251,72.0,72.1,11.68,75.1,12.85,241,556.7,256,69.01,69.08,13.92,60.0,8.83,221,433.18,205,78.0,78.0,13.31,65.0,80.0
0.23,1.555666666666661,12.9,215,980.53,251,72.0,72.1,11.71,75.1,12.85,241,556.7,256,68.99,69.09,13.87,60.0,8.83,221,433.18,205,78.0,78.0,13.27,65.0,80.0
0.231,1.5543333333333278,12.9,215,980.53,251,72.0,72.1,11.68,75.1,12.85,241,556.7,256,68.97,69.08,13.87,60.0,8.83,221,433.18,205,78.0,78.0,13.24,65.0,80.0
0.229,1.5569999999999944,12.9,215,980.53,251,72.0,72.1,11.68,75.1,12.85,241,556.7,256,69.01,69.08,13.92,60.0,8.83,221,433.18,205,78.0,78.0,13.24,65.0,80.0
0.228,1.5593333333333277,12.9,215,980.53,251,72.0,72.0,11.68,75.1,12.85,241,556.7,256,69.01,69.1,13.86,60.0,8.83,221,433.18,205,78.0,78.0,13.2,65.0,80.0
0.227,1.561666666666661,12.9,215,980.53,251,72.0,72.0,11.71,75.1,12.85,241,556.7,256,69.01,69.07,13.89,60.0,8.83,221,433.18,205,78.0,78.1,13.19,65.0,80.0
0.228,1.5586666666666609,12.9,215,980.53,251,72.0,72.0,11.71,75.1,12.85,241,556.7,256,69.0,69.07,13.89,60.0,8.83,221,433.18,205,78.0,78.1,13.23,65.0,80.0
0.23,1.5556666666666608,12.9,215,980.53,251,72.0,72.0,11.65,75.1,12.85,241,556.7,256,68.98,69.07,13.9,60.0,8.83,221,433.18,205,78.0,78.1,13.17,65.0,80.0
0.232,1.551666666666661,12.9,215,980.53,251,72.0,72.0,11.68,75.1,12.85,241,556.7,256,68.97,69.08,13.89,60.0,8.83,221,433.18,205,78.0,78.1,13.27,65.0,80.0
0.234,1.5473333333333277,12.9,215,980.53,251,72.0,71.9,11.68,75.1,12.85,241,556.7,256,68.99,69.08,13.86,60.0,8.83,221,433.18,205,78.0,78.1,13.18,65.0,80.0
0.236,1.5429999999999946,12.9,215,980.53,251,72.0,71.9,11.74,75.1,12.85,241,556.7,256,68.99,68.99,13.89,60.0,8.83,221,433.18,205,78.0,78.1,13.27,65.0,80.0
0.238,1.5396666666666612,12.9,215,980.53,251,72.0,71.9,11.68,75.1,12.85,241,556.7,256,69.0,69.06,13.87,60.0,8.83,221,433.18,205,78.0,78.1,13.27,65.0,80.0
0.237,1.5403333333333278,12.9,215,980.53,251,72.0,71.9,11.68,75.1,12.85,241,556.7,256,68.99,69.08,13.89,60.0,8.83,221,433.18,205,78.0,78.1,13.1,65.0,80.0
