Stage1.Measurement12.DV_ErrorRate,Stage1.Output.Measurement12.U.Actual,Machine1.RawMaterial.Property1,Machine1.RawMaterial.Property2,Machine1.RawMaterial.Property3,Machine1.RawMaterial.Property4,Machine1.Zone1Temperature.C.Actual,Machine1.Zone2Temperature.C.Actual,Machine1.MotorRPM.C.Actual,Machine1.ExitZoneTemperature.C.Actual,Machine2.RawMaterial.Property1,Machine2.RawMaterial.Property2,Machine2.RawMaterial.Property3,Machine2.RawMaterial.Property4,Machine2.Zone1Temperature.C.Actual,Machine2.Zone2Temperature.C.Actual,Machine2.MotorRPM.C.Actual,Machine2.ExitZoneTemperature.C.Actual,Machine3.RawMaterial.Property1,Machine3.RawMaterial.Property2,Machine3.RawMaterial.Property3,Machine3.RawMaterial.Property4,Machine3.Zone1Temperature.C.Actual,Machine3.Zone2Temperature.C.Actual,Machine3.MotorRPM.C.Actual,Machine3.ExitZoneTemperature.C.Actual,FirstStage.CombinerOperation.Temperature3.C.Actual
0.037,1.946153846153837,11.54,200,963.0,247,72.0,72.6,10.52,75.1,12.85,241,556.7,256,68.97,69.07,13.87,59.9,9.02,186,421.16,200,77.6,78.0,13.62,65.0,80.0
0.035,1.9499999999999915,11.54,200,963.0,247,72.0,72.6,10.52,75.1,12.85,241,556.7,256,68.98,69.08,13.93,60.0,9.02,186,421.16,200,77.7,78.1,13.68,65.0,80.0
0.033,1.9533333333333254,11.54,200,963.0,247,72.0,72.6,10.48,75.1,12.85,241,556.7,256,68.99,69.09,13.9,60.1,9.02,186,421.16,200,77.7,78.1,13.78,65.0,80.0
0.035,1.949999999999992,11.54,200,963.0,247,72.0,72.6,10.48,75.1,12.85,241,556.7,256,68.99,69.09,13.87,60.1,9.02,186,421.16,200,77.7,78.1,13.72,65.0,80.0
0.036,1.9466666666666586,11.54,200,963.0,247,72.0,72.6,10.48,75.1,12.85,241,556.7,256,68.97,69.06,13.86,60.1,9.02,186,421.16,200,77.7,78.1,13.7,65.0,80.0
0.038,1.9433333333333251,11.54,200,963.0,247,72.0,72.6,10.48,75.1,12.85,241,556.7,256,68.97,68.97,13.87,60.1,9.02,186,421.16,200,77.7,78.1,13.69,65.0,80.0
0.039,1.9418749999999925,11.54,200,963.0,247,72.0,72.6,10.45,75.1,12.85,241,556.7,256,69.0,69.08,13.91,60.2,9.02,186,421.16,200,77.8,78.1,13.64,65.0,80.0
0.039,1.9405882352941106,11.54,200,963.0,247,72.0,72.6,10.52,75.1,12.85,241,556.7,256,69.01,68.98,13.9,60.2,9.02,186,421.16,200,77.8,78.1,13.62,65.0,80.0
0.039,1.940555555555549,11.54,200,963.0,247,72.0,72.6,10.48,75.1,12.85,241,556.7,256,69.01,69.09,13.87,60.1,9.02,186,421.16,200,77.8,78.1,13.58,65.0,80.0
0.039,1.9405263157894672,11.54,200,963.0,247,72.0,72.6,10.52,75.1,12.85,241,556.7,256,69.01,69.09,13.92,60.1,9.02,186,421.16,200,77.8,78.1,13.73,65.0,80.0
0.039,1.9404999999999937,11.54,200,963.0,247,72.0,72.6,10.52,75.1,12.85,241,556.7,256,68.97,69.07,13.87,60.1,9.02,186,421.16,200,77.9,78.1,13.69,65.0,80.0
0.039,1.9415789473684146,11.54,200,963.0,247,72.0,72.5,10.48,75.1,12.85,241,556.7,256,68.99,69.1,13.91,59.9,9.02,186,421.16,200,77.9,78.0,13.58,65.0,80.0
0.038,1.9424999999999941,11.54,200,963.0,247,72.0,72.5,10.52,75.1,12.85,241,556.7,256,68.99,69.1,13.91,59.9,9.02,186,421.16,200,77.9,77.9,13.77,65.0,80.0
0.037,1.944499999999994,11.54,200,963.0,247,72.0,72.5,10.55,75.1,12.85,241,556.7,256,68.98,69.08,13.91,59.8,9.02,186,421.16,200,78.0,77.9,13.79,65.0,80.0
0.036,1.9468421052631513,11.54,200,963.0,247,72.0,72.4,10.42,75.1,12.85,241,556.7,256,68.99,69.09,13.91,59.8,9.02,186,421.16,200,78.0,77.9,13.54,65.0,80.0
0.036,1.9464999999999937,11.54,200,963.0,247,72.0,72.4,10.45,75.1,12.85,241,556.7,256,68.99,69.1,13.86,59.8,9.02,186,421.16,200,78.0,77.9,13.78,65.0,80.0
0.037,1.9459999999999933,11.54,200,963.0,247,72.0,72.4,10.52,75.1,12.85,241,556.7,256,68.99,69.1,13.91,59.8,9.02,186,421.16,200,78.0,77.8,13.53,65.0,80.0
0.038,1.944166666666655,11.54,200,963.0,247,72.0,72.2,10.55,75.0,12.85,241,556.7,256,69.0,69.07,13.93,60.2,9.02,186,421.16,200,78.1,77.8,13.73,65.0,80.0
0.037,1.9461538461538352,11.54,200,963.0,247,72.0,72.1,10.48,75.0,12.85,241,556.7,256,68.99,69.1,13.87,60.2,9.02,186,421.16,200,78.1,77.8,13.69,65.0,80.0
0.035,1.9492307692307587,11.54,200,963.0,247,72.0,72.1,10.48,75.0,12.85,241,556.7,256,68.99,69.09,13.89,60.3,9.02,186,421.16,200,78.1,77.8,13.53,65.0,80.0
0.034,1.9523076923076816,11.54,200,963.0,247,72.0,72.1,10.45,75.0,12.85,241,556.7,256,69.0,69.09,13.86,60.3,9.02,186,421.16,200,78.1,77.9,13.67,65.0,80.0
0.033,1.9538461538461431,11.54,200,963.0,247,72.0,72.1,10.48,75.0,12.85,241,556.7,256,69.02,69.11,13.87,60.4,9.02,186,421.16,200,78.1,77.9,13.6,65.0,80.0
0.034,1.9515384615384508,11.54,200,963.0,247,72.0,72.1,10.52,75.0,12.85,241,556.7,256,68.98,69.08,13.89,60.4,9.02,186,421.16,200,78.1,77.9,13.79,65.0,80.0
0.035,1.9492307692307582,11.54,200,963.0,247,72.0,72.0,10.55,75.0,12.85,241,556.7,256,68.96,69.02,13.93,60.4,9.02,186,421.16,200,78.1,77.9,13.72,65.0,80.0
0.036,1.9474999999999818,11.54,200,963.0,247,72.0,71.8,10.52,74.9,12.85,241,556.7,256,68.99,69.11,13.89,59.9,9.02,186,421.16,200,78.1,78.0,13.69,65.0,80.0
0.036,1.9466666666666503,11.54,200,963.0,247,72.0,71.7,10.48,74.9,12.85,241,556.7,256,68.99,69.06,13.9,59.8,9.02,186,421.16,200,78.1,78.0,13.61,65.0,80.0
0.037,1.9459999999999855,11.54,200,963.0,247,72.0,71.7,10.48,74.9,12.85,241,556.7,256,69.0,69.09,13.96,59.8,9.02,186,421.16,200,78.1,78.0,13.64,65.0,80.0
0.041,1.9374999999999636,11.54,200,963.0,247,72.0,71.5,10.58,74.9,12.85,241,556.7,256,68.98,69.73,13.95,60.1,9.02,186,421.16,200,78.1,78.2,13.65,65.0,80.0
0.042,1.9359999999999709,11.54,200,963.0,247,72.0,71.5,10.48,74.9,12.85,241,556.7,256,68.98,69.72,13.91,60.1,9.02,186,421.16,200,78.1,78.2,13.73,65.0,80.0
0.041,1.9366666666666423,11.54,200,963.0,247,72.0,71.4,10.45,74.9,12.85,241,556.7,256,69.0,69.72,13.87,60.2,9.02,186,421.16,200,78.1,78.2,13.65,65.0,80.0
0.041,1.9371428571428362,11.54,200,963.0,247,72.0,71.4,10.52,74.9,12.85,241,556.7,256,69.0,69.71,13.91,60.2,9.02,186,421.16,200,78.1,78.2,13.69,65.0,80.0
0.041,1.9374999999999816,11.54,200,963.0,247,72.0,71.4,10.52,74.9,12.85,241,556.7,256,68.98,69.59,13.89,60.2,9.02,186,421.16,200,78.1,78.2,13.63,65.0,80.0
0.039,1.9411111111110948,11.54,200,963.0,247,72.0,71.4,10.52,74.9,12.85,241,556.7,256,68.99,69.63,13.84,60.1,9.02,186,421.16,200,78.1,78.2,13.7,65.0,80.0
0.038,1.9439999999999853,11.54,200,963.0,247,72.0,71.4,10.52,74.9,12.85,241,556.7,256,69.0,69.63,13.89,60.1,9.02,186,421.16,200,78.1,78.2,13.64,65.0,80.0
0.037,1.9449999999999814,11.54,200,963.0,247,72.0,71.4,10.52,75.0,12.85,241,556.7,256,69.0,69.43,13.92,59.9,9.02,186,421.16,200,78.1,78.1,13.72,65.0,80.0
0.037,1.9444444444444278,11.54,200,963.0,247,72.0,71.4,10.48,75.0,12.85,241,556.7,256,68.98,69.43,13.91,59.9,9.02,186,421.16,200,78.1,78.0,13.7,65.0,80.0
0.037,1.945999999999985,11.54,200,963.0,247,72.0,71.4,10.55,75.0,12.85,241,556.7,256,68.99,69.24,13.84,59.8,9.02,186,421.16,200,78.0,77.9,13.74,65.0,80.0
0.036,1.947272727272714,11.54,200,963.0,247,72.0,71.5,10.52,75.0,12.85,241,556.7,256,69.01,69.08,13.84,59.8,9.02,186,421.16,200,78.0,77.9,13.64,65.0,80.0
0.035,1.948333333333321,11.54,200,963.0,247,72.0,71.5,10.52,75.0,12.85,241,556.7,256,69.01,69.07,13.91,59.8,9.02,186,421.16,200,78.0,77.9,13.59,65.0,80.0
0.036,1.9476923076922965,11.54,200,963.0,247,72.0,71.5,10.45,75.0,12.85,241,556.7,256,68.98,69.07,13.92,59.8,9.02,186,421.16,200,78.0,77.9,13.78,65.0,80.0
0.036,1.9471428571428469,11.54,200,963.0,247,72.0,71.5,10.48,75.0,12.85,241,556.7,256,68.99,69.11,13.86,59.8,9.02,186,421.16,200,78.0,77.9,13.62,65.0,80.0
0.034,1.9523076923076812,11.54,200,963.0,247,72.0,71.5,10.48,75.1,12.85,241,556.7,256,68.98,69.09,13.92,60.0,9.02,186,421.16,200,78.1,77.9,13.67,65.0,80.0
0.032,1.9553846153846044,11.54,200,963.0,247,72.0,71.6,10.52,75.1,12.85,241,556.7,256,68.99,69.07,13.92,60.0,9.02,186,421.16,200,78.1,77.9,13.63,65.0,80.0
0.034,1.9519999999999853,11.54,200,963.0,247,72.0,71.6,10.52,75.1,12.85,241,556.7,256,68.99,69.06,13.86,60.2,9.02,186,421.16,200,78.1,77.9,13.74,65.0,80.0
0.035,1.9490909090908959,11.54,200,963.0,247,72.0,71.6,10.52,75.1,12.85,241,556.7,256,69.0,69.1,13.93,60.2,9.02,186,421.16,200,78.1,77.9,13.72,65.0,80.0
0.036,1.947499999999988,11.54,200,963.0,247,72.0,71.7,10.52,75.1,12.85,241,556.7,256,68.99,69.09,13.92,60.3,9.02,186,421.16,200,78.1,77.9,13.71,65.0,80.0
0.037,1.946153846153835,11.54,200,963.0,247,72.0,71.7,10.48,75.1,12.85,241,556.7,256,69.0,69.06,13.92,60.3,9.02,186,421.16,200,78.1,77.9,13.63,65.0,80.0
0.038,1.943333333333321,11.54,200,963.0,247,72.0,71.7,10.48,75.1,12.85,241,556.7,256,68.99,69.11,13.95,60.2,9.02,186,421.16,200,78.1,78.0,13.79,65.0,80.0
0.04,1.9399999999999884,11.54,200,963.0,247,72.0,71.8,10.48,75.1,12.85,241,556.7,256,68.99,69.09,13.92,60.2,9.02,186,421.16,200,78.1,78.0,13.66,65.0,80.0
0.043,1.9333333333333163,11.54,200,963.0,247,72.0,72.0,10.45,75.1,12.85,241,556.7,256,69.0,69.1,13.91,59.8,9.02,186,421.16,200,78.1,78.1,13.61,65.0,80.1
0.043,1.9339999999999846,11.54,200,963.0,247,72.0,72.0,10.45,75.1,12.85,241,556.7,256,69.0,69.06,13.85,59.8,9.02,186,421.16,200,78.1,78.1,13.68,65.0,80.0
0.047,1.9249999999999807,11.54,200,963.0,247,72.0,72.2,10.55,75.1,12.85,241,556.7,256,68.98,69.07,13.89,60.1,9.02,186,421.16,200,78.1,78.2,13.66,65.1,80.0
0.046,1.9274999999999807,11.54,200,963.0,247,72.0,72.2,10.48,75.1,12.85,241,556.7,256,68.99,69.09,13.9,60.1,9.02,186,421.16,200,78.1,78.2,13.5,65.1,80.0
0.136,1.7462834443999689,11.54,200,963.0,247,72.0,72.40360335,10.52010064,75.00000002,12.85,241,556.7,256,68.97567159,69.07091172,13.92048437,60.22088616,9.02,186,421.16,200,78.1,78.00435284,13.7082589,64.99998125,79.99999991
0.119,1.7802362036666406,11.54,200,963.0,247,72.0,72.4,10.52,75.0,12.85,241,556.7,256,68.97,69.08,13.93,60.2,9.02,186,421.16,200,78.1,78.0,13.67,65.0,80.0
0.107,1.804488174571406,11.54,200,963.0,247,72.0,72.4,10.48,75.0,12.85,241,556.7,256,68.97,69.08,13.92,60.1,9.02,186,421.16,200,78.1,78.0,13.68,65.0,80.0
0.1,1.8176771527499804,11.54,200,963.0,247,72.0,72.5,10.48,75.0,12.85,241,556.7,256,68.98,69.08,13.87,60.1,9.02,186,421.16,200,78.1,78.0,13.67,65.0,80.0
0.095,1.8279352468888714,11.54,200,963.0,247,72.0,72.5,10.48,75.0,12.85,241,556.7,256,69.0,69.06,13.87,60.1,9.02,186,421.16,200,78.1,77.9,13.46,65.0,80.0
0.09,1.8381417221999843,11.54,200,963.0,247,72.0,72.5,10.48,75.0,12.85,241,556.7,256,69.01,69.09,13.93,59.9,9.02,186,421.16,200,78.1,77.9,13.74,65.0,80.0
0.091,1.8371417221999842,11.54,200,963.0,247,72.0,72.5,10.48,75.0,12.85,241,556.7,256,68.99,69.09,13.91,59.9,9.02,186,421.16,200,78.1,77.9,13.59,65.0,79.9
0.093,1.832141722199984,11.54,200,963.0,247,72.0,72.6,10.48,74.9,12.85,241,556.7,256,68.97,69.08,13.9,59.8,9.02,186,421.16,200,78.1,77.9,13.6,65.0,79.9
0.095,1.827141722199984,11.54,200,963.0,247,72.0,72.6,10.52,74.9,12.85,241,556.7,256,68.99,69.09,13.93,59.8,9.02,186,421.16,200,78.1,77.9,13.77,65.0,79.9
0.096,1.8261417221999838,11.54,200,963.0,247,72.0,72.7,10.52,74.9,12.85,241,556.7,256,68.98,69.08,13.93,60.0,9.02,186,421.16,200,78.1,77.9,13.7,65.0,79.9
0.091,1.8355833838181672,11.54,200,963.0,247,72.0,72.7,10.55,74.9,12.85,241,556.7,256,69.01,69.11,13.87,60.1,9.02,186,421.16,200,78.1,77.9,13.71,65.0,79.9
0.087,1.843451435166653,11.54,200,963.0,247,72.0,72.7,10.48,74.9,12.85,241,556.7,256,68.98,69.06,13.93,60.1,9.02,186,421.16,200,78.1,77.9,13.74,65.0,79.9
0.085,1.848570555538449,11.54,200,963.0,247,72.0,72.7,10.48,74.9,12.85,241,556.7,256,69.03,69.12,13.83,60.2,9.02,186,421.16,200,78.1,77.9,13.72,65.0,79.9
0.083,1.8529583729999886,11.54,200,963.0,247,72.0,72.7,10.48,74.9,12.85,241,556.7,256,68.97,69.07,13.89,60.2,9.02,186,421.16,200,78.1,77.9,13.6,65.0,79.9
0.082,1.854094481466656,11.54,200,963.0,247,72.0,72.7,10.45,74.9,12.85,241,556.7,256,68.98,69.09,13.9,60.3,9.02,186,421.16,200,78.1,77.9,13.7,65.0,79.9
0.082,1.85508857637499,11.54,200,963.0,247,72.0,72.7,10.52,74.9,12.85,241,556.7,256,68.97,69.06,13.86,60.3,9.02,186,421.16,200,78.1,77.9,13.72,65.0,80.0
0.079,1.8600833659999907,11.54,200,963.0,247,72.0,72.7,10.55,74.9,12.85,241,556.7,256,69.01,69.09,13.89,60.4,9.02,186,421.16,200,78.1,78.0,13.72,65.0,80.0
0.077,1.864523178999991,11.54,200,963.0,247,72.0,72.7,10.52,74.9,12.85,241,556.7,256,69.0,69.12,13.87,60.4,9.02,186,421.16,200,78.1,78.0,13.58,65.0,80.0
0.05,1.9183333333333243,11.54,200,963.0,247,72.0,72.7,10.48,74.9,12.85,241,556.7,256,69.0,69.11,13.92,60.4,9.02,186,421.16,200,78.1,78.0,13.68,65.0,80.0
0.052,1.9155555555555464,11.54,200,963.0,247,72.0,72.6,10.52,74.9,12.85,241,556.7,256,68.97,69.09,13.92,60.4,9.02,186,421.16,200,78.1,78.0,13.6,65.0,80.0
0.053,1.9127777777777684,11.54,200,963.0,247,72.0,72.6,10.55,74.9,12.85,241,556.7,256,68.98,69.07,13.94,60.4,9.02,186,421.16,200,78.1,78.0,13.76,65.0,80.0
0.054,1.9099999999999888,11.54,200,963.0,247,72.0,72.5,10.55,75.0,12.85,241,556.7,256,68.99,69.08,13.89,59.7,9.02,186,421.16,200,78.1,78.0,13.78,65.0,80.0
0.055,1.9093749999999894,11.54,200,963.0,247,72.0,72.5,10.48,75.0,12.85,241,556.7,256,69.0,69.08,13.83,59.7,9.02,186,421.16,200,78.1,78.1,13.74,65.0,80.0
0.055,1.9093749999999894,11.54,200,963.0,247,72.0,72.5,10.45,75.0,12.85,241,556.7,256,68.98,69.1,13.91,59.6,9.02,186,421.16,200,78.1,78.1,13.8,65.0,80.0
0.055,1.9093749999999894,11.54,200,963.0,247,72.0,72.5,10.52,75.0,12.85,241,556.7,256,68.97,69.07,13.92,59.6,9.02,186,421.16,200,78.1,78.1,13.63,65.0,80.0
0.053,1.9123529411764604,11.54,200,963.0,247,72.0,72.4,10.48,75.0,12.85,241,556.7,256,69.0,69.09,13.89,59.6,9.02,186,421.16,200,78.1,78.1,13.8,65.0,80.0
0.052,1.9149999999999905,11.54,200,963.0,247,72.0,72.4,10.52,75.0,12.85,241,556.7,256,68.99,69.09,13.86,59.6,9.02,186,421.16,200,78.1,78.1,13.67,65.0,80.0
0.051,1.9166666666666572,11.54,200,963.0,247,72.0,72.4,10.52,75.0,12.85,241,556.7,256,68.98,69.09,13.87,59.6,9.02,186,421.16,200,78.1,78.1,13.56,65.0,80.0
0.051,1.9161111111111018,11.54,200,963.0,247,72.0,72.4,10.48,75.0,12.85,241,556.7,256,68.97,69.08,13.87,59.7,9.02,186,421.16,200,78.1,78.1,13.67,65.0,80.0
0.052,1.9155555555555464,11.54,200,963.0,247,72.0,72.4,10.48,75.0,12.85,241,556.7,256,68.98,69.09,13.85,59.7,9.02,186,421.16,200,78.1,78.1,13.69,65.0,80.0
0.05,1.9194444444444352,11.54,200,963.0,247,72.0,72.3,10.52,75.0,12.85,241,556.7,256,68.99713612,69.10224271,13.87310355,59.67399231,9.02,186,421.16,200,78.1,78.1,13.59,65.0,80.0
0.048,1.923333333333324,11.54,200,963.0,247,72.0,72.3,10.55,75.0,12.85,241,556.7,256,69.01,69.1,13.92,59.7,9.02,186,421.16,200,78.1,78.1,13.69,65.0,80.0
0.047,1.924999999999991,11.54,200,963.0,247,72.0,72.3,10.52,75.0,12.85,241,556.7,256,69.01,69.08,13.95,59.8,9.02,186,421.16,200,78.1,78.1,13.75,65.0,80.0
0.046,1.9266666666666576,11.54,200,963.0,247,72.0,72.3,10.48,75.0,12.85,241,556.7,256,69.0,69.09,13.91,59.8,9.02,186,421.16,200,78.1,78.1,13.5,65.0,80.0
0.046,1.9272222222222135,11.54,200,963.0,247,72.0,72.3,10.48,75.0,12.85,241,556.7,256,69.0,69.09,13.86,59.9,9.02,186,421.16,200,78.1,78.1,13.7,65.0,80.0
0.046,1.9277777777777692,11.54,200,963.0,247,72.0,72.2,10.52,75.0,12.85,241,556.7,256,69.01,69.09,13.86,59.9,9.02,186,421.16,200,78.1,78.1,13.68,65.0,80.0
0.045,1.928333333333325,11.54,200,963.0,247,72.0,72.2,10.52,75.0,12.85,241,556.7,256,68.97,69.07,13.87,60.0,9.02,186,421.16,200,78.1,78.1,13.67,65.0,80.0
0.044,1.9317647058823444,11.54,200,963.0,247,72.0,72.1,10.52,75.0,12.85,241,556.7,256,68.97,69.09,13.89,60.1,9.02,186,421.16,200,78.1,78.0,13.66,65.0,80.0
0.021,1.977494121722214,11.54,200,963.0,247,72.0,72.1,10.48,75.0,12.85,241,556.7,256,69.01,69.09,13.94,60.1,9.02,186,421.16,200,78.1,78.0,13.59,65.0,80.0
0.022,1.9749944311052554,11.54,200,963.0,247,72.0,72.1,10.52,75.0,12.85,241,556.7,256,69.01,69.08,13.93,60.1,9.02,186,421.16,200,78.1,77.99999991,13.73840352,65.0,80.0
0.023,1.9732447095499925,11.54,200,963.0,247,72.0,72.0,10.52,75.0,12.85,241,556.7,256,68.99,69.08,13.9,60.2,9.02,186,421.16,200,78.1,77.9,13.6,65.0,80.0
0.024,1.9716616281428498,11.54,200,963.0,247,72.0,72.0,10.48,75.0,12.85,241,556.7,256,69.01,69.09,13.89,60.2,9.02,186,421.16,200,78.1,77.9,13.61,65.0,80.0
0.023,1.9726140090952309,11.54,200,963.0,247,72.0,71.9,10.48,75.0,12.85,241,556.7,256,68.98,69.09,13.92,60.0,9.02,186,421.16,200,78.1,77.8,13.76,65.0,80.0
0.023,1.9735663900476121,11.54,200,963.0,247,72.0,71.8,10.48,75.0,12.85,241,556.7,256,68.97,69.07,13.87,60.0,9.02,186,421.16,200,78.1,77.8,13.7,65.0,80.0
0.019,1.981383010611103,11.54,200,963.0,247,72.0,71.7,10.52,75.0,12.85,241,556.7,256,69.0,69.08,13.93,59.8,9.02,186,421.16,200,78.1,77.8,13.81,65.0,80.0
0.02,1.9791607883888807,11.54,200,963.0,247,72.0,71.7,10.48,75.0,12.85,241,556.7,256,68.99,69.1,13.93,59.8,9.02,186,421.16,200,78.1,77.8,13.6,65.0,80.0
0.01,1.9988380146922964,11.54,200,963.0,247,72.0,71.6,10.45,75.0,12.85,241,556.7,256,68.99,69.09,13.87,59.7,9.02,186,421.16,200,78.1,77.8,13.88,65.0,80.0
0.01,1.9996072454615272,11.54,200,963.0,247,72.0,71.6,10.48,75.1,12.85,241,556.7,256,69.01,69.1,13.87,59.7,9.02,186,421.16,200,78.1,77.8,13.69,65.0,80.0
0.041,1.9371428571428366,11.54,200,963.0,247,72.0,71.4,10.52,75.1,12.85,241,556.7,256,68.97,69.08,13.95,60.1,9.02,186,421.16,200,78.1,77.9,13.64,65.0,80.0
0.04,1.9399999999999822,11.54,200,963.0,247,72.0,71.4,10.52,75.1,12.85,241,556.7,256,69.0,69.11,13.9,60.1,9.02,186,421.16,200,78.1,77.9,13.64,65.0,80.0
0.039,1.9422222222222065,11.54,200,963.0,247,72.0,71.4,10.48,75.1,12.85,241,556.7,256,68.99,69.08,13.91,60.2,9.02,186,421.16,200,78.1,78.0,13.64,65.0,80.0
0.039,1.9422222222222065,11.54,200,963.0,247,72.0,71.4,10.48,75.1,12.85,241,556.7,256,68.99,69.09,13.9,60.2,9.02,186,421.16,200,78.1,78.0,13.65,65.0,80.0
0.039,1.9422222222222065,11.54,200,963.0,247,72.0,71.4,10.48,75.1,12.85,241,556.7,256,69.01,69.07,13.92,60.3,9.02,186,421.16,200,78.1,78.0,13.72,65.0,80.0
0.04,1.9388888888888731,11.54,200,963.0,247,72.0,71.4,10.48,75.1,12.85,241,556.7,256,69.01,69.11,13.89,60.2,9.02,186,421.16,200,78.1,78.0,13.57,65.0,80.0
0.042,1.9355555555555395,11.54,200,963.0,247,72.0,71.4,10.48,75.1,12.85,241,556.7,256,68.97,68.97,13.91,60.2,9.02,186,421.16,200,78.1,78.0,13.76,65.0,80.0
0.044,1.9311111111110948,11.54,200,963.0,247,72.0,71.4,10.52,75.0,12.85,241,556.7,256,68.99,69.08,13.9,60.0,9.02,186,421.16,200,78.1,78.1,13.71,65.0,80.0
0.046,1.9266666666666505,11.54,200,963.0,247,72.0,71.4,10.55,75.0,12.85,241,556.7,256,68.98,69.06,13.89,59.9,9.02,186,421.16,200,78.1,78.1,13.78,65.0,80.0
0.046,1.9269999999999854,11.54,200,963.0,247,72.0,71.5,10.52,74.9,12.85,241,556.7,256,68.99,69.07,13.87,59.8,9.02,186,421.16,200,78.1,78.2,13.59,65.0,80.0
0.046,1.927272727272714,11.54,200,963.0,247,72.0,71.5,10.52,74.9,12.85,241,556.7,256,68.98,69.08,13.9,59.8,9.02,186,421.16,200,78.1,78.2,13.63,65.0,80.0
0.047,1.9245454545454412,11.54,200,963.0,247,72.0,71.5,10.48,74.9,12.85,241,556.7,256,68.99,69.1,13.89,59.9,9.02,186,421.16,200,78.1,78.2,13.8,65.0,80.0
0.046,1.927142857142836,11.54,200,963.0,247,72.0,71.6,10.52,74.9,12.85,241,556.7,256,68.99,69.09,13.86,60.4,9.02,186,421.16,200,78.1,78.0,13.77,65.0,80.0
0.04,1.9385714285714073,11.54,200,963.0,247,72.0,71.6,10.52,74.9,12.85,241,556.7,256,68.98,69.09,13.94,60.4,9.02,186,421.16,200,78.1,78.0,13.71,65.0,80.0
0.038,1.9433333333333085,11.54,200,963.0,247,72.0,71.8,10.48,74.9,12.85,241,556.7,256,69.0,69.06,13.91,60.1,9.02,186,421.16,200,78.1,77.9,13.67,65.0,80.0
0.039,1.9414285714285502,11.54,200,963.0,247,72.0,71.8,10.45,74.9,12.85,241,556.7,256,68.99,69.09,13.86,60.1,9.02,186,421.16,200,78.1,77.9,13.73,65.0,80.0
0.04,1.9399999999999813,11.54,200,963.0,247,72.0,71.9,10.48,74.9,12.85,241,556.7,256,69.0,69.08,13.89,59.8,9.02,186,421.16,200,78.1,77.9,13.56,65.0,80.0
0.04,1.9388888888888722,11.54,200,963.0,247,72.0,71.9,10.45,74.9,12.85,241,556.7,256,68.97,69.06,13.87,59.7,9.02,186,421.16,200,78.1,77.9,13.65,65.0,80.0
0.042,1.9359999999999702,11.54,200,963.0,247,72.0,72.2,10.45,75.0,12.85,241,556.7,256,69.01,69.1,13.86,60.0,9.02,186,421.16,200,78.1,78.0,13.6,65.0,80.0
0.04,1.9399999999999753,11.54,200,963.0,247,72.0,72.3,10.48,75.0,12.85,241,556.7,256,68.99,69.08,13.91,60.1,9.02,186,421.16,200,78.1,78.0,13.63,65.0,80.0
0.038,1.9428571428571217,11.54,200,963.0,247,72.0,72.3,10.48,75.0,12.85,241,556.7,256,68.98,69.05,13.86,60.1,9.02,186,421.16,200,78.1,78.0,13.7,65.0,80.0
0.035,1.9499999999999755,11.54,200,963.0,247,72.0,72.4,10.52,75.0,12.85,241,556.7,256,69.03,69.09,13.93,60.1,9.02,186,421.16,200,78.1,78.1,13.65,65.1,80.0
0.034,1.9514285714285506,11.54,200,963.0,247,72.0,72.4,10.48,75.0,12.85,241,556.7,256,69.01,69.11,13.89,60.1,9.02,186,421.16,200,78.1,78.1,13.63,65.1,80.0
0.03,1.958571428571408,11.54,200,963.0,247,72.0,72.4,10.48,75.1,12.85,241,556.7,256,68.99,69.05,13.94,60.0,9.02,186,421.16,200,78.1,78.1,13.72,65.1,80.0
0.027,1.965714285714265,11.54,200,963.0,247,72.0,72.5,10.48,75.1,12.85,241,556.7,256,68.99,69.08,13.86,60.0,9.02,186,421.16,200,78.1,78.1,13.78,65.1,80.0
0.026,1.967499999999982,11.54,200,963.0,247,72.0,72.5,10.52,75.1,12.85,241,556.7,256,68.97,69.09,13.9,59.9,9.02,186,421.16,200,78.1,78.2,13.66,65.1,80.0
0.024,1.9714285714285507,11.54,200,963.0,247,72.0,72.6,10.52,75.1,12.85,241,556.7,256,68.97,69.09,13.87,60.1,9.02,186,421.16,200,78.1,78.0,13.63,65.1,80.0
0.023,1.9742857142856935,11.54,200,963.0,247,72.0,72.6,10.52,75.1,12.85,241,556.7,256,68.97,69.09,13.85,60.1,9.02,186,421.16,200,78.1,78.0,13.79,65.1,80.0
0.022,1.9749999999999819,11.54,200,963.0,247,72.0,72.6,10.48,75.1,12.85,241,556.7,256,69.01,69.09,13.87,60.2,9.02,186,421.16,200,78.1,78.0,13.6,65.1,80.0
0.022,1.9759999999999707,11.54,200,963.0,247,72.0,72.6,10.52,75.1,12.85,241,556.7,256,69.01,69.09,13.89,60.3,9.02,186,421.16,200,78.0,77.9,13.69,65.1,80.0
0.024,1.9719999999999707,11.54,200,963.0,247,72.0,72.6,10.48,75.1,12.85,241,556.7,256,69.0,69.09,13.85,60.3,9.02,186,421.16,200,78.0,77.9,13.64,65.1,80.0
0.025,1.9699999999999758,11.54,200,963.0,247,72.0,72.5,10.52,75.1,12.85,241,556.7,256,68.99,69.07,13.86,60.2,9.02,186,421.16,200,78.0,77.9,13.5,65.1,80.0
